,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,looser,win_by_runs,win_by_wickets,palyer_of_match,venue,umpire1,umpire2
203,204,2010,Kolkata,4/1/2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Deccan Chargers,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper
204,205,2010,Chandigarh,4/2/2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,Marais Erasmus
205,206,2010,Chennai,4/3/2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Rajasthan Royals,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin
206,207,2010,Mumbai,4/3/2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,Deccan Chargers,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi
207,208,2010,Kolkata,4/4/2010,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,Kolkata Knight Riders,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper
208,209,2010,Delhi,4/4/2010,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,Royal Challengers Bangalore,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,Marais Erasmus
209,210,2010,Nagpur,4/5/2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Deccan Chargers,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",Kumar Dharmasena,SJA Taufel
210,211,2010,Chennai,4/6/2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Mumbai Indians,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper
211,212,2010,Jaipur,4/7/2010,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,Kings XI Punjab,0,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore
212,213,2010,Kolkata,4/7/2010,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Delhi Capitals,14,0,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen
213,214,2010,Bangalore,4/8/2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,Royal Challengers Bangalore,0,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper
214,215,2010,Chandigarh,4/9/2010,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,Mumbai Indians,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Marais Erasmus,AM Saheba
215,216,2010,Nagpur,4/10/2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Deccan Chargers,Chennai Super Kings,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",Kumar Dharmasena,SJA Taufel
216,217,2010,Bangalore,4/10/2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper
217,218,2010,Delhi,4/11/2010,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Kings XI Punjab,Delhi Capitals,0,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba
218,219,2010,Jaipur,4/11/2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,37,0,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore
219,220,2010,Nagpur,4/12/2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,Royal Challengers Bangalore,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin
220,221,2010,Mumbai,4/13/2010,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,Delhi Capitals,39,0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper
221,222,2010,Chennai,4/13/2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel
222,223,2010,Jaipur,4/14/2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,Rajasthan Royals,0,5,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi
223,224,2010,Chennai,4/15/2010,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,Chennai Super Kings,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk",Kumar Dharmasena,SS Hazare
224,225,2010,Dharamsala,4/16/2010,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,Kings XI Punjab,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium,Marais Erasmus,AM Saheba
225,226,2010,Bangalore,4/17/2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,57,0,R McLaren,M Chinnaswamy Stadium,Kumar Dharmasena,SJA Taufel
226,227,2010,Kolkata,4/17/2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,8,JD Unadkat,Eden Gardens,BG Jerling,RB Tiffin
227,228,2010,Dharamsala,4/18/2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kings XI Punjab,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba
228,229,2010,Delhi,4/18/2010,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,0,Deccan Chargers,Delhi Capitals,11,0,A Symonds,Feroz Shah Kotla,BR Doctrove,SK Tarapore
229,230,2010,Kolkata,4/19/2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,Mumbai Indians,0,9,M Kartik,Eden Gardens,BG Jerling,RE Koertzen
230,231,2010,Mumbai,4/21/2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,Royal Challengers Bangalore,35,0,KA Pollard,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin
231,232,2010,Mumbai,4/22/2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Deccan Chargers,38,0,DE Bollinger,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin
232,233,2010,Mumbai,4/24/2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,Deccan Chargers,0,9,A Kumble,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel
233,234,2010,Mumbai,4/25/2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Mumbai Indians,22,0,SK Raina,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel
234,235,2011,Chennai,4/8/2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kolkata Knight Riders,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk",BR Doctrove,PR Reiffel
235,236,2011,Hyderabad,4/9/2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Deccan Chargers,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,SK Tarapore
236,237,2011,Kochi,4/9/2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,6,AB de Villiers,Nehru Stadium,Kumar Dharmasena,K Hariharan
237,238,2011,Delhi,4/10/2011,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,Delhi Capitals,0,8,SL Malinga,Feroz Shah Kotla,AM Saheba,RB Tiffin
238,239,2011,Mumbai,4/10/2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,Kings XI Punjab,0,7,SB Wagh,Dr DY Patil Sports Academy,BR Doctrove,PR Reiffel
239,240,2011,Kolkata,4/11/2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Deccan Chargers,9,0,JH Kallis,Eden Gardens,RE Koertzen,SK Tarapore
240,241,2011,Jaipur,4/12/2011,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,Delhi Capitals,0,6,SK Warne,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin
241,242,2011,Bangalore,4/12/2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,9,SR Tendulkar,M Chinnaswamy Stadium,Kumar Dharmasena,AL Hill
242,243,2011,Chandigarh,4/13/2011,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Chennai Super Kings,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri
243,244,2011,Mumbai,4/13/2011,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,Kochi Tuskers Kerala,0,4,MD Mishra,Dr DY Patil Sports Academy,S Asnani,PR Reiffel
244,245,2011,Hyderabad,4/14/2011,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,Royal Challengers Bangalore,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi
245,246,2011,Jaipur,4/15/2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,9,G Gambhir,Sawai Mansingh Stadium,Aleem Dar,SS Hazare
246,247,2011,Mumbai,4/15/2011,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,Mumbai Indians,0,8,BB McCullum,Wankhede Stadium,BR Doctrove,PR Reiffel
247,248,2011,Chennai,4/16/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Kumar Dharmasena,AL Hill
248,249,2011,Hyderabad,4/16/2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Deccan Chargers,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi
249,250,2011,Mumbai,4/17/2011,Pune Warriors,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Pune Warriors,0,3,Yuvraj Singh,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba
250,251,2011,Kolkata,4/17/2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,8,L Balaji,Eden Gardens,Aleem Dar,RB Tiffin
251,252,2011,Kochi,4/18/2011,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,Chennai Super Kings,0,7,BB McCullum,Nehru Stadium,K Hariharan,AL Hill
252,253,2011,Delhi,4/19/2011,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,0,Deccan Chargers,Delhi Capitals,16,0,S Sohal,Feroz Shah Kotla,PR Reiffel,Rod Tucker
253,254,2011,Mumbai,4/20/2011,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,Pune Warriors,0,7,MM Patel,Wankhede Stadium,Asad Rauf,AM Saheba
254,255,2011,Kolkata,4/20/2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,Kolkata Knight Riders,6,0,DPMD Jayawardene,Eden Gardens,Aleem Dar,RB Tiffin
255,256,2011,Chandigarh,4/21/2011,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,48,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",S Asnani,PR Reiffel
256,257,2011,Mumbai,4/22/2011,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,8,0,Harbhajan Singh,Wankhede Stadium,Asad Rauf,AM Saheba
257,258,2011,Kolkata,4/22/2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,9,CH Gayle,Eden Gardens,SS Hazare,RB Tiffin
258,259,2011,Delhi,4/23/2011,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Delhi Capitals,Kings XI Punjab,29,0,DA Warner,Feroz Shah Kotla,S Asnani,RE Koertzen
259,260,2011,Hyderabad,4/24/2011,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,Deccan Chargers,37,0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",Kumar Dharmasena,AL Hill
260,261,2011,Jaipur,4/24/2011,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Kochi Tuskers Kerala,0,8,SK Warne,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore
261,262,2011,Chennai,4/25/2011,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,Pune Warriors,25,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin
262,263,2011,Delhi,4/26/2011,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,3,V Kohli,Feroz Shah Kotla,S Asnani,Rod Tucker
263,264,2011,Mumbai,4/27/2011,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,Pune Warriors,0,8,DE Bollinger,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri
264,265,2011,Kochi,4/27/2011,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,Kochi Tuskers Kerala,55,0,I Sharma,Nehru Stadium,Kumar Dharmasena,AL Hill
265,266,2011,Delhi,4/28/2011,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,Delhi Capitals,17,0,MK Tiwary,Feroz Shah Kotla,PR Reiffel,Rod Tucker
266,267,2011,Jaipur,4/29/2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,7,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore
267,268,2011,Bangalore,4/29/2011,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,Pune Warriors,26,0,V Kohli,M Chinnaswamy Stadium,Aleem Dar,SS Hazare
268,269,2011,Kochi,4/30/2011,Delhi Capitals,Kochi Tuskers Kerala,Delhi Capitals,bat,normal,0,Delhi Capitals,Kochi Tuskers Kerala,38,0,V Sehwag,Nehru Stadium,Kumar Dharmasena,AL Hill
269,270,2011,Kolkata,4/30/2011,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,8,Iqbal Abdulla,Eden Gardens,AM Saheba,SL Shastri
270,271,2011,Jaipur,5/1/2011,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Pune Warriors,0,6,LRPL Taylor,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel
271,272,2011,Chennai,5/1/2011,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Deccan Chargers,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin
272,273,2011,Mumbai,5/2/2011,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,Kings XI Punjab,23,0,KA Pollard,Wankhede Stadium,Kumar Dharmasena,PR Reiffel
273,274,2011,Delhi,5/2/2011,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,Delhi Capitals,0,7,P Parameswaran,Feroz Shah Kotla,Asad Rauf,SL Shastri
274,275,2011,Hyderabad,5/3/2011,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,Deccan Chargers,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,Rod Tucker
275,276,2011,Chennai,5/4/2011,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin
276,277,2011,Mumbai,5/4/2011,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,Pune Warriors,21,0,R Sharma,Dr DY Patil Sports Academy,Kumar Dharmasena,SJA Taufel
277,278,2011,Kochi,5/5/2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,Kolkata Knight Riders,17,0,BJ Hodge,Nehru Stadium,S Ravi,Rod Tucker
278,279,2011,Hyderabad,5/5/2011,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Deccan Chargers,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba
279,280,2011,Bangalore,5/6/2011,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,85,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin
280,281,2011,Kolkata,5/7/2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,Chennai Super Kings,10,0,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel
281,282,2011,Mumbai,5/7/2011,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,Delhi Capitals,32,0,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel
282,283,2011,Bangalore,5/8/2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,9,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare
283,284,2011,Chandigarh,5/8/2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,Kings XI Punjab,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,Rod Tucker
284,285,2011,Jaipur,5/9/2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,63,0,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel
285,286,2011,Hyderabad,5/10/2011,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,Deccan Chargers,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba
286,287,2011,Chandigarh,5/10/2011,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,Mumbai Indians,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,Rod Tucker
287,288,2011,Jaipur,5/11/2011,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,0,9,S Aravind,Sawai Mansingh Stadium,Kumar Dharmasena,K Hariharan
288,289,2011,Chennai,5/12/2011,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Delhi Capitals,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri
289,290,2011,Indore,5/13/2011,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Kochi Tuskers Kerala,0,6,KD Karthik,Holkar Cricket Stadium,S Asnani,Rod Tucker
290,291,2011,Bangalore,5/14/2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,Kolkata Knight Riders,0,4,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin
291,292,2011,Mumbai,5/14/2011,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,Mumbai Indians,10,0,A Mishra,Wankhede Stadium,S Ravi,SK Tarapore
292,293,2011,Dharamsala,5/15/2011,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri
293,294,2011,Indore,5/15/2011,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,Rajasthan Royals,0,8,BJ Hodge,Holkar Cricket Stadium,PR Reiffel,Rod Tucker
294,295,2011,Mumbai,5/16/2011,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,Pune Warriors,0,6,A Mishra,Dr DY Patil Sports Academy,S Ravi,SK Tarapore
295,296,2011,Dharamsala,5/17/2011,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,Royal Challengers Bangalore,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba
296,297,2011,Chennai,5/18/2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kochi Tuskers Kerala,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk",Kumar Dharmasena,RE Koertzen
297,298,2011,Mumbai,5/19/2011,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Pune Warriors,0,7,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel
298,299,2011,Mumbai,5/20/2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,10,SR Watson,Wankhede Stadium,RE Koertzen,PR Reiffel
299,300,2011,Dharamsala,5/21/2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,Kings XI Punjab,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba
300,301,2011,Delhi,5/21/2011,Delhi Capitals,Pune Warriors,Delhi Capitals,bat,no result,0,,,0,0,,Feroz Shah Kotla,SS Hazare,Rod Tucker
301,302,2011,Bangalore,5/22/2011,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Chennai Super Kings,0,8,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen
302,303,2011,Kolkata,5/22/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,5,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel
303,304,2011,Mumbai,5/24/2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,6,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel
304,305,2011,Mumbai,5/25/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,4,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel
305,306,2011,Chennai,5/27/2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel
306,307,2011,Chennai,5/28/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel
307,308,2012,Chennai,4/4/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel
308,309,2012,Kolkata,4/5/2012,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kolkata Knight Riders,0,8,IK Pathan,Eden Gardens,S Asnani,Kumar Dharmasena
309,310,2012,Mumbai,4/6/2012,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,Mumbai Indians,28,0,SPD Smith,Wankhede Stadium,Anil Chaudhary,SJA Taufel
310,311,2012,Jaipur,4/6/2012,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,Kings XI Punjab,31,0,AM Rahane,Sawai Mansingh Stadium,BF Bowden,SK Tarapore
311,312,2012,Bangalore,4/7/2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,20,0,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi
312,313,2012,Visakhapatnam,4/7/2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,Deccan Chargers,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,Kumar Dharmasena
313,314,2012,Jaipur,4/8/2012,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,22,0,BJ Hodge,Sawai Mansingh Stadium,BF Bowden,Vineet Kulkarni
314,315,2012,Pune,4/8/2012,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,Kings XI Punjab,22,0,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel
315,316,2012,Visakhapatnam,4/9/2012,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,Deccan Chargers,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Anil Chaudhary,JD Cloete
316,317,2012,Bangalore,4/10/2012,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,42,0,L Balaji,M Chinnaswamy Stadium,S Ravi,Rod Tucker
317,318,2012,Delhi,4/10/2012,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Chennai Super Kings,0,8,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore
