,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,looser,win_by_runs,win_by_wickets,palyer_of_match,venue,umpire1,umpire2
654,7912,2018,Bangalore,4/21/2018,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,6,AB de Villiers,M Chinnaswamy Stadium,Chris Gaffaney,CK Nandan
655,7913,2018,Hyderabad,4/22/2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Vineet Kulkarni
656,7914,2018,Jaipur,4/22/2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,3,J Archer,Sawai Mansingh Stadium,Rod Tucker,KN Ananthapadmanabhan
657,7915,2018,Delhi,4/23/2018,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,4,0,AS Rajpoot,Feroz Shah Kotla,CK Nandan,A Nand Kishore
658,7916,2018,Mumbai,4/24/2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi
659,7917,2018,Bangalore,4/25/2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,5,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma
660,7918,2018,Hyderabad,4/26/2018,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",CK Nandan,Yeshwant Barde
661,7919,2018,Delhi,4/27/2018,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,Kolkata Knight Riders,55,0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi
662,7920,2018,Pune,4/28/2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Chris Gaffaney,Nitin Menon
663,7921,2018,Jaipur,4/29/2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Rajasthan Royals,11,0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nand Kishore
664,7922,2018,Bangalore,4/29/2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary
665,7923,2018,Pune,4/30/2018,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,Delhi Capitals,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar
666,7924,2018,Bangalore,5/1/2018,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon
667,7925,2018,Delhi,5/2/2018,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Capitals,Rajasthan Royals,4,0,RR Pant,Feroz Shah Kotla,CK Nandan,Virender Kumar Sharma
668,7926,2018,Kolkata,5/3/2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A Deshmukh
669,7927,2018,Indore,5/4/2018,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar
670,7928,2018,Pune,5/5/2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde
671,7929,2018,Hyderabad,5/5/2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,CK Nandan
672,7930,2018,Mumbai,5/6/2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A Deshmukh
673,7931,2018,Indore,5/6/2018,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Rajasthan Royals,0,6,M Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi
674,7932,2018,Hyderabad,5/7/2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,Virender Kumar Sharma
675,7933,2018,Jaipur,5/8/2018,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kings XI Punjab,15,0,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Nitin Menon
676,7934,2018,Kolkata,5/9/2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,102,0,Ishan Kishan,Eden Gardens,Anil Chaudhary,KN Ananthapadmanabhan
677,7935,2018,Delhi,5/10/2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,9,S Dhawan,Feroz Shah Kotla,C Shamshuddin,Anil Dandekar
678,7936,2018,Jaipur,5/11/2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,Chennai Super Kings,0,4,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Yeshwant Barde
679,7937,2018,Indore,5/12/2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,31,0,SP Narine,Holkar Cricket Stadium,CK Nandan,Virender Kumar Sharma
680,7938,2018,Delhi,5/12/2018,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,5,AB de Villiers,Feroz Shah Kotla,Kumar Dharmasena,Anil Chaudhary
681,7939,2018,Pune,5/13/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,Marais Erasmus,Yeshwant Barde
682,7940,2018,Mumbai,5/13/2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi
683,7941,2018,Indore,5/14/2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,10,UT Yadav,Holkar Cricket Stadium,Bruce Oxenford,Virender Kumar Sharma
684,7942,2018,Kolkata,5/15/2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,6,Kuldeep Yadav,Eden Gardens,Kumar Dharmasena,Anil Chaudhary
685,7943,2018,Mumbai,5/16/2018,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,Kings XI Punjab,3,0,JJ Bumrah,Wankhede Stadium,Marais Erasmus,Nitin Menon
686,7944,2018,Bangalore,5/17/2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,14,0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Anil Dandekar
687,7945,2018,Delhi,5/18/2018,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,Chennai Super Kings,34,0,HV Patel,Feroz Shah Kotla,Kumar Dharmasena,Vineet Kulkarni
688,7946,2018,Jaipur,5/19/2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,30,0,S Gopal,Sawai Mansingh Stadium,Bruce Oxenford,Virender Kumar Sharma
689,7947,2018,Hyderabad,5/19/2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,S Ravi
690,7948,2018,Delhi,5/20/2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Delhi Capitals,Mumbai Indians,11,0,A Mishra,Feroz Shah Kotla,Kumar Dharmasena,CK Nandan
691,7949,2018,Pune,5/20/2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kings XI Punjab,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde
692,7950,2018,Mumbai,5/22/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,2,F du Plessis,Wankhede Stadium,Marais Erasmus,C Shamshuddin
693,7951,2018,Kolkata,5/23/2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,25,0,AD Russell,Eden Gardens,Nitin Menon,Anil Chaudhary
694,7952,2018,Kolkata,5/25/2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,14,0,Rashid Khan,Eden Gardens,Nitin Menon,Kumar Dharmasena
695,7953,2018,Mumbai,5/27/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,8,SR Watson,Wankhede Stadium,Marais Erasmus,S Ravi
696,11137,2019,Chennai,3/23/2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,7,Harbhajan Singh,M. A. Chidambaram Stadium,Bruce Oxenford,Anil Dandekar
697,11138,2019,Kolkata,3/24/2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,6,AD Russell,Eden Gardens,Chris Gaffaney,Anil Chaudhary
698,11139,2019,Mumbai,3/24/2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,Mumbai Indians,37,0,RR Pant,Wankhede Stadium,S Ravi,Yeshwant Barde
699,11140,2019,Jaipur,3/25/2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Ananthapadmanabhan
700,11141,2019,Delhi,3/26/2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,Delhi Capitals,0,6,SR Watson,Feroz Shah Kotla Ground,Marais Erasmus,Nitin Menon
701,11142,2019,Kolkata,3/27/2019,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,28,0,AD Russell,Eden Gardens,Anil Chaudhary,Vineet Kulkarni
702,11143,2019,Bangalore,3/28/2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,6,0,JJ Bumrah,M. Chinnaswamy Stadium,S Ravi,CK Nandan
703,11144,2019,Hyderabad,3/29/2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,Rajasthan Royals,0,5,Rashid Khan,Rajiv Gandhi Intl. Cricket Stadium,Bruce Oxenford,C Shamshuddin
704,11145,2019,Mohali,3/30/2019,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Mumbai Indians,0,8,MA Agarwal,IS Bindra Stadium,Vineet Kulkarni,Chris Gaffaney
705,11146,2019,Delhi,3/30/2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,0,Delhi Capitals,Kolkata Knight Riders,0,0,P Shaw,Feroz Shah Kotla Ground,Anil Dandekar,Nitin Menon
706,11147,2019,Hyderabad,3/31/2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,118,0,J Bairstow,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,KN Ananthapadmanabhan
707,11148,2019,Chennai,3/31/2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,8,0,MS Dhoni,M. A. Chidambaram Stadium,CK Nandan,Yeshwant Barde
708,11149,2019,Mohali,4/1/2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,14,0,S Curran,IS Bindra Stadium,Anil Chaudhary,Chris Gaffaney
709,11150,2019,Jaipur,4/2/2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,7,S Gopal,Sawai Mansingh Stadium,Marais Erasmus,Anil Dandekar
710,11151,2019,Mumbai,4/3/2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,37,0,HH Pandya,Wankhede Stadium,Bruce Oxenford,Rod Tucker
711,11152,2019,Delhi,4/4/2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,5,J Bairstow,Feroz Shah Kotla Ground,C Shamshuddin,KN Ananthapadmanabhan
712,11153,2019,Bangalore,4/5/2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,AD Russell,M. Chinnaswamy Stadium,Anil Chaudhary,Chris Gaffaney
713,11309,2019,Chennai,4/6/2019,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kings XI Punjab,22,0,Harbhajan Singh,M. A. Chidambaram Stadium,KN Ananthapadmanabhan,Rod Tucker
714,11310,2019,Hyderabad,4/6/2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,Sunrisers Hyderabad,40,0,A Joseph,Rajiv Gandhi Intl. Cricket Stadium,Anil Dandekar,Nitin Menon
715,11311,2019,Bangalore,4/7/2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Royal Challengers Bangalore,0,4,K Rabada,M. Chinnaswamy Stadium,S Ravi,Yeshwant Barde
716,11312,2019,Jaipur,4/7/2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,8,H Gurney,Sawai Mansingh Stadium,Chris Gaffaney,Anil Chaudhary
717,11313,2019,Mohali,4/8/2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Sunrisers Hyderabad,0,6,KL Rahul,IS Bindra Stadium,Marais Erasmus,Anil Dandekar
718,11314,2019,Chennai,4/9/2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,7,DL Chahar,M. A. Chidambaram Stadium,Rod Tucker,C Shamshuddin
719,11315,2019,Mumbai,4/10/2019,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,3,KA Pollard,Wankhede Stadium,Yeshwant Barde,S Ravi
720,11316,2019,Jaipur,4/11/2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Rajasthan Royals,0,4,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe
721,11317,2019,Kolkata,4/12/2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kolkata Knight Riders,0,7,S Dhawan,Eden Gardens,Yeshwant Barde,CK Nandan
722,11318,2019,Mumbai,4/13/2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,4,JC Buttler,Wankhede Stadium,Nitin Menon,A Nand Kishore
723,11319,2019,Mohali,4/13/2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,8,AB de Villiers,IS Bindra Stadium,S Ravi,Ulhas Gandhe
724,11320,2019,Kolkata,4/14/2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,Imran Tahir,Eden Gardens,Rod Tucker,CK Nandan
725,11321,2019,Hyderabad,4/14/2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,Sunrisers Hyderabad,39,0,K Paul,Rajiv Gandhi Intl. Cricket Stadium,Anil Chaudhary,Bruce Oxenford
726,11322,2019,Mumbai,4/15/2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,5,SL Malinga,Wankhede Stadium,Marais Erasmus,Nitin Menon
727,11323,2019,Mohali,4/16/2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,12,0,R Ashwin,IS Bindra Stadium,Anil Chaudhary,Vineet Kulkarni
728,11324,2019,Hyderabad,4/17/2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,Chennai Super Kings,0,6,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,Ian Gould,Ulhas Gandhe
729,11325,2019,Delhi,4/18/2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,Delhi Capitals,40,0,HH Pandya,Feroz Shah Kotla Ground,Nigel Llong,Bruce Oxenford
